Aquatic Programs Count,day,Day of Week,Family Swim Count,Lap Swim Count,Outage Count,tally_Time,Water Excercise Count
,11/07/2019,Thursday,,,,14:15:00,
,11/07/2019,Thursday,,,,14:45:00,
,11/07/2019,Thursday,,,,15:15:00,
,11/07/2019,Thursday,,,,15:45:00,
,11/07/2019,Thursday,,,,16:15:00,
,11/07/2019,Thursday,,,,16:45:00,
,11/07/2019,Thursday,,,,17:15:00,
,11/07/2019,Thursday,,,,17:45:00,
,11/07/2019,Thursday,,,,18:15:00,
,11/07/2019,Thursday,,,,18:45:00,
,11/07/2019,Thursday,,,,19:15:00,
,11/07/2019,Thursday,,,,19:45:00,
,11/07/2019,Thursday,,,,20:15:00,
,11/07/2019,Thursday,,,,20:45:00,
,11/07/2019,Thursday,,,,21:15:00,
,11/08/2019,Friday,,,,05:45:00,
,11/08/2019,Friday,,,,06:15:00,
,11/08/2019,Friday,,,,06:45:00,
,11/08/2019,Friday,,,,07:15:00,
,11/08/2019,Friday,,,,07:45:00,
,11/08/2019,Friday,,,,08:15:00,
,11/08/2019,Friday,,,,08:45:00,
,11/08/2019,Friday,,,,09:15:00,
,11/08/2019,Friday,,,,09:45:00,
,11/08/2019,Friday,,,,10:15:00,
,11/08/2019,Friday,,,,10:45:00,
,11/08/2019,Friday,,,,11:15:00,
,11/08/2019,Friday,,,,11:45:00,
,11/08/2019,Friday,,,,12:15:00,
,11/08/2019,Friday,,,,12:45:00,
,11/08/2019,Friday,,,,13:15:00,
,11/08/2019,Friday,,,,13:45:00,
,11/08/2019,Friday,,,,14:15:00,
,11/08/2019,Friday,,,,14:45:00,
,11/08/2019,Friday,,,,15:15:00,
,11/08/2019,Friday,,,,15:45:00,
,11/08/2019,Friday,,,,16:15:00,
,11/08/2019,Friday,,,,16:45:00,
,11/08/2019,Friday,,,,17:15:00,
,11/08/2019,Friday,,,,17:45:00,
,11/08/2019,Friday,,,,18:15:00,
,11/08/2019,Friday,,,,18:45:00,
,11/08/2019,Friday,,,,19:15:00,
,11/08/2019,Friday,,,,19:45:00,
,11/08/2019,Friday,,,,20:15:00,
,11/08/2019,Friday,,,,20:45:00,
,11/08/2019,Friday,,,,21:15:00,
,11/09/2019,Saturday,,,,05:45:00,
,11/09/2019,Saturday,,,,06:15:00,
,11/09/2019,Saturday,,,,06:45:00,
,11/09/2019,Saturday,,,,07:15:00,
,11/09/2019,Saturday,,,,07:45:00,
,11/09/2019,Saturday,,,,08:15:00,
,11/09/2019,Saturday,,,,08:45:00,
,11/09/2019,Saturday,,,,09:15:00,
,11/09/2019,Saturday,,,,09:45:00,
,11/09/2019,Saturday,,,,10:15:00,
,11/09/2019,Saturday,,,,10:45:00,
,11/09/2019,Saturday,,,,11:15:00,
,11/09/2019,Saturday,,,,11:45:00,
,11/09/2019,Saturday,,,,12:15:00,
,11/09/2019,Saturday,,,,12:45:00,
,11/09/2019,Saturday,,,,13:15:00,
,11/09/2019,Saturday,,,,13:45:00,
,11/09/2019,Saturday,,,,14:15:00,
,11/09/2019,Saturday,,,,14:45:00,
,11/09/2019,Saturday,,,,15:15:00,
,11/09/2019,Saturday,,,,15:45:00,
,11/09/2019,Saturday,,,,16:15:00,
,11/09/2019,Saturday,,,,16:45:00,
,11/09/2019,Saturday,,,,17:15:00,
,11/09/2019,Saturday,,,,17:45:00,
,11/09/2019,Saturday,,,,18:15:00,
,11/09/2019,Saturday,,,,18:45:00,
,11/09/2019,Saturday,,,,19:15:00,
,11/09/2019,Saturday,,,,19:45:00,
,11/09/2019,Saturday,,,,20:15:00,
,11/09/2019,Saturday,,,,20:45:00,
,11/09/2019,Saturday,,,,21:15:00,
,11/10/2019,Sunday,,,,05:45:00,
,11/10/2019,Sunday,,,,06:15:00,
,11/10/2019,Sunday,,,,06:45:00,
,11/10/2019,Sunday,,,,07:15:00,
,11/10/2019,Sunday,,,,07:45:00,
,11/10/2019,Sunday,,,,08:15:00,
,11/10/2019,Sunday,,,,08:45:00,
,11/10/2019,Sunday,,,,09:15:00,
,11/10/2019,Sunday,,,,09:45:00,
,11/10/2019,Sunday,,,,10:15:00,
,11/10/2019,Sunday,,,,10:45:00,
,11/10/2019,Sunday,,,,11:15:00,
,11/10/2019,Sunday,,,,11:45:00,
,11/10/2019,Sunday,,,,12:15:00,
,11/10/2019,Sunday,,,,12:45:00,
,11/10/2019,Sunday,,,,13:15:00,
,11/10/2019,Sunday,,,,13:45:00,
,11/10/2019,Sunday,,,,14:15:00,
,11/10/2019,Sunday,,,,14:45:00,
,11/10/2019,Sunday,,,,15:15:00,
,11/10/2019,Sunday,,,,15:45:00,
,11/10/2019,Sunday,,,,16:15:00,
,11/10/2019,Sunday,,,,16:45:00,
,11/10/2019,Sunday,,,,17:15:00,
,11/10/2019,Sunday,,,,17:45:00,
,11/10/2019,Sunday,,,,18:15:00,
,11/10/2019,Sunday,,,,18:45:00,
,11/10/2019,Sunday,,,,19:15:00,
,11/10/2019,Sunday,,,,19:45:00,
,11/10/2019,Sunday,,,,20:15:00,
,11/10/2019,Sunday,,,,20:45:00,
,11/10/2019,Sunday,,,,21:15:00,
,11/11/2019,Monday,,,,05:45:00,
,11/11/2019,Monday,,,,06:15:00,
,11/11/2019,Monday,,,,06:45:00,
,11/11/2019,Monday,,,,07:15:00,
,11/11/2019,Monday,,,,07:45:00,
,11/11/2019,Monday,,,,08:15:00,
,11/11/2019,Monday,,,,08:45:00,
,11/11/2019,Monday,,,,09:15:00,
,11/11/2019,Monday,,,,09:45:00,
,11/11/2019,Monday,,,,10:15:00,
,11/11/2019,Monday,,,,10:45:00,
,11/11/2019,Monday,,,,11:15:00,
,11/11/2019,Monday,,,,11:45:00,
,11/11/2019,Monday,,,,12:15:00,
,11/11/2019,Monday,,,,12:45:00,
,11/11/2019,Monday,,,,13:15:00,
,11/11/2019,Monday,,,,13:45:00,
,11/11/2019,Monday,,,,14:15:00,
,11/11/2019,Monday,,,,14:45:00,
,11/11/2019,Monday,,,,15:15:00,
,11/11/2019,Monday,,,,15:45:00,
,11/11/2019,Monday,,,,16:15:00,
,11/11/2019,Monday,,,,16:45:00,
,11/11/2019,Monday,,,,17:15:00,
,11/11/2019,Monday,,,,17:45:00,
,11/11/2019,Monday,,,,18:15:00,
,11/11/2019,Monday,,,,18:45:00,
,11/11/2019,Monday,,,,19:15:00,
,11/11/2019,Monday,,,,19:45:00,
,11/11/2019,Monday,,,,20:15:00,
,11/11/2019,Monday,,,,20:45:00,
,11/11/2019,Monday,,,,21:15:00,
,11/12/2019,Tuesday,,,,05:45:00,
,11/12/2019,Tuesday,,,,06:15:00,
,11/12/2019,Tuesday,,,,06:45:00,
,11/12/2019,Tuesday,,,,07:15:00,
,11/12/2019,Tuesday,,,,07:45:00,
,11/12/2019,Tuesday,,,,08:15:00,
,11/12/2019,Tuesday,,,,08:45:00,
,11/12/2019,Tuesday,,,,09:15:00,
,11/12/2019,Tuesday,,,,09:45:00,
,11/12/2019,Tuesday,,,,10:15:00,
,11/12/2019,Tuesday,,,,10:45:00,
,11/12/2019,Tuesday,,,,11:15:00,
,11/12/2019,Tuesday,,,,11:45:00,
,11/12/2019,Tuesday,,,,12:15:00,
,11/12/2019,Tuesday,,,,12:45:00,
,11/12/2019,Tuesday,,,,13:15:00,
,11/12/2019,Tuesday,,,,13:45:00,
,11/12/2019,Tuesday,,,,14:15:00,
,11/12/2019,Tuesday,,,,14:45:00,
,11/12/2019,Tuesday,,,,15:15:00,
,11/12/2019,Tuesday,,,,15:45:00,
,11/12/2019,Tuesday,,,,16:15:00,
,11/12/2019,Tuesday,,,,16:45:00,
,11/12/2019,Tuesday,,,,17:15:00,
,11/12/2019,Tuesday,,,,17:45:00,
,11/12/2019,Tuesday,,,,18:15:00,
,11/12/2019,Tuesday,,,,18:45:00,
,11/12/2019,Tuesday,,,,19:15:00,
,11/12/2019,Tuesday,,,,19:45:00,
,11/12/2019,Tuesday,,,,20:15:00,
,11/12/2019,Tuesday,,,,20:45:00,
,11/12/2019,Tuesday,,,,21:15:00,
,11/13/2019,Wednesday,,,,05:45:00,
,11/13/2019,Wednesday,,,,06:15:00,
,11/13/2019,Wednesday,,,,06:45:00,
,11/13/2019,Wednesday,,,,07:15:00,
,11/13/2019,Wednesday,,,,07:45:00,
,11/13/2019,Wednesday,,,,08:15:00,
,11/13/2019,Wednesday,,,,08:45:00,
,11/13/2019,Wednesday,,,,09:15:00,
,11/13/2019,Wednesday,,,,09:45:00,
,11/13/2019,Wednesday,,,,10:15:00,
,11/13/2019,Wednesday,,,,10:45:00,
,11/13/2019,Wednesday,,,,11:15:00,
,11/13/2019,Wednesday,,,,11:45:00,
,11/13/2019,Wednesday,,,,12:15:00,
,11/13/2019,Wednesday,,,,12:45:00,
,11/13/2019,Wednesday,,,,13:15:00,
,11/13/2019,Wednesday,,,,13:45:00,
,11/13/2019,Wednesday,,,,14:15:00,
,11/13/2019,Wednesday,,,,14:45:00,
,11/13/2019,Wednesday,,,,15:15:00,
,11/13/2019,Wednesday,,,,15:45:00,
,11/13/2019,Wednesday,,,,16:15:00,
,11/13/2019,Wednesday,,,,16:45:00,
,11/13/2019,Wednesday,,,,17:15:00,
,11/13/2019,Wednesday,,,,17:45:00,
,11/13/2019,Wednesday,,,,18:15:00,
,11/13/2019,Wednesday,,,,18:45:00,
,11/13/2019,Wednesday,,,,19:15:00,
,11/13/2019,Wednesday,,,,19:45:00,
,11/13/2019,Wednesday,,,,20:15:00,
,11/13/2019,Wednesday,,,,20:45:00,
,11/13/2019,Wednesday,,,,21:15:00,
,11/14/2019,Thursday,,,,05:45:00,
,11/14/2019,Thursday,,,,06:15:00,
,11/14/2019,Thursday,,,,06:45:00,
,11/14/2019,Thursday,,,,07:15:00,
,11/14/2019,Thursday,,,,07:45:00,
,11/14/2019,Thursday,,,,08:15:00,
,11/14/2019,Thursday,,,,08:45:00,
,11/14/2019,Thursday,,,,09:15:00,
,11/14/2019,Thursday,,,,09:45:00,
,11/14/2019,Thursday,,,,10:15:00,
,11/14/2019,Thursday,,,,10:45:00,
,11/14/2019,Thursday,,,,11:15:00,
,11/14/2019,Thursday,,,,11:45:00,
,11/14/2019,Thursday,,,,12:15:00,
,11/14/2019,Thursday,,,,12:45:00,
,11/14/2019,Thursday,,,,13:15:00,
,11/14/2019,Thursday,,,,13:45:00,
,11/14/2019,Thursday,,,,14:15:00,
,11/14/2019,Thursday,,,,14:45:00,
,11/14/2019,Thursday,,,,15:15:00,
,11/14/2019,Thursday,,,,15:45:00,
,11/14/2019,Thursday,,,,16:15:00,
,11/14/2019,Thursday,,,,16:45:00,
,11/14/2019,Thursday,,,,17:15:00,
,11/14/2019,Thursday,,,,17:45:00,
,11/14/2019,Thursday,,,,18:15:00,
,11/14/2019,Thursday,,,,18:45:00,
,11/14/2019,Thursday,,,,19:15:00,
,11/14/2019,Thursday,,,,19:45:00,
,11/14/2019,Thursday,,,,20:15:00,
,11/14/2019,Thursday,,,,20:45:00,
,11/14/2019,Thursday,,,,21:15:00,
,11/15/2019,Friday,,,,05:45:00,
,11/15/2019,Friday,,,,06:15:00,
,11/15/2019,Friday,,,,06:45:00,
,11/15/2019,Friday,,,,07:15:00,
,11/15/2019,Friday,,,,07:45:00,
,11/15/2019,Friday,,,,08:15:00,
,11/15/2019,Friday,,,,08:45:00,
,11/15/2019,Friday,,,,09:15:00,
,11/15/2019,Friday,,,,09:45:00,
,11/15/2019,Friday,,,,10:15:00,
,11/15/2019,Friday,,,,10:45:00,
,11/15/2019,Friday,,,,11:15:00,
,11/15/2019,Friday,,,,11:45:00,
,11/15/2019,Friday,,,,12:15:00,
,11/15/2019,Friday,,,,12:45:00,
,11/15/2019,Friday,,,,13:15:00,
,11/15/2019,Friday,,,,13:45:00,
,11/15/2019,Friday,,,,14:15:00,
,11/15/2019,Friday,,,,14:45:00,
,11/15/2019,Friday,,,,15:15:00,
,11/15/2019,Friday,,,,15:45:00,
,11/15/2019,Friday,,,,16:15:00,
,11/15/2019,Friday,,,,16:45:00,
,11/15/2019,Friday,,,,17:15:00,
,11/15/2019,Friday,,,,17:45:00,
,11/15/2019,Friday,,,,18:15:00,
,11/15/2019,Friday,,,,18:45:00,
,11/15/2019,Friday,,,,19:15:00,
,11/15/2019,Friday,,,,19:45:00,
,11/15/2019,Friday,,,,20:15:00,
,11/15/2019,Friday,,,,20:45:00,
,11/15/2019,Friday,,,,21:15:00,
,11/16/2019,Saturday,,,,05:45:00,
,11/16/2019,Saturday,,,,06:15:00,
,11/16/2019,Saturday,,,,06:45:00,
,11/16/2019,Saturday,,,,07:15:00,
,11/16/2019,Saturday,,,,07:45:00,
,11/16/2019,Saturday,,,,08:15:00,
,11/16/2019,Saturday,,,,08:45:00,
,11/16/2019,Saturday,,,,09:15:00,
,11/16/2019,Saturday,,,,09:45:00,
,11/16/2019,Saturday,,,,10:15:00,
,11/16/2019,Saturday,,,,10:45:00,
,11/16/2019,Saturday,,,,11:15:00,
,11/16/2019,Saturday,,,,11:45:00,
,11/16/2019,Saturday,,,,12:15:00,
,11/16/2019,Saturday,,,,12:45:00,
,11/16/2019,Saturday,,,,13:15:00,
,11/16/2019,Saturday,,,,13:45:00,
,11/16/2019,Saturday,,,,14:15:00,
,11/16/2019,Saturday,,,,14:45:00,
,11/16/2019,Saturday,,,,15:15:00,
,11/16/2019,Saturday,,,,15:45:00,
,11/16/2019,Saturday,,,,16:15:00,
,11/16/2019,Saturday,,,,16:45:00,
,11/16/2019,Saturday,,,,17:15:00,
,11/16/2019,Saturday,,,,17:45:00,
,11/16/2019,Saturday,,,,18:15:00,
,11/16/2019,Saturday,,,,18:45:00,
,11/16/2019,Saturday,,,,19:15:00,
,11/16/2019,Saturday,,,,19:45:00,
,11/16/2019,Saturday,,,,20:15:00,
,11/16/2019,Saturday,,,,20:45:00,
,11/16/2019,Saturday,,,,21:15:00,
,11/17/2019,Sunday,,,,05:45:00,
,11/17/2019,Sunday,,,,06:15:00,
,11/17/2019,Sunday,,,,06:45:00,
,11/17/2019,Sunday,,,,07:15:00,
,11/17/2019,Sunday,,,,07:45:00,
,11/17/2019,Sunday,,,,08:15:00,
,11/17/2019,Sunday,,,,08:45:00,
,11/17/2019,Sunday,,,,09:15:00,
,11/17/2019,Sunday,,,,09:45:00,
,11/17/2019,Sunday,,,,10:15:00,
,11/17/2019,Sunday,,,,10:45:00,
,11/17/2019,Sunday,,,,11:15:00,
,11/17/2019,Sunday,,,,11:45:00,
,11/17/2019,Sunday,,,,12:15:00,
,11/17/2019,Sunday,,,,12:45:00,
,11/17/2019,Sunday,,,,13:15:00,
,11/17/2019,Sunday,,,,13:45:00,
,11/17/2019,Sunday,,,,14:15:00,
,11/17/2019,Sunday,,,,14:45:00,
,11/17/2019,Sunday,,,,15:15:00,
,11/17/2019,Sunday,,,,15:45:00,
,11/17/2019,Sunday,,,,16:15:00,
,11/17/2019,Sunday,,,,16:45:00,
,11/17/2019,Sunday,,,,17:15:00,
,11/17/2019,Sunday,,,,17:45:00,
,11/17/2019,Sunday,,,,18:15:00,
,11/17/2019,Sunday,,,,18:45:00,
,11/17/2019,Sunday,,,,19:15:00,
,11/17/2019,Sunday,,,,19:45:00,
,11/17/2019,Sunday,,,,20:15:00,
,11/17/2019,Sunday,,,,20:45:00,
,11/17/2019,Sunday,,,,21:15:00,
,11/18/2019,Monday,,,,05:45:00,
,11/18/2019,Monday,,,,06:15:00,
,11/18/2019,Monday,,,,06:45:00,
,11/18/2019,Monday,,,,07:15:00,
,11/18/2019,Monday,,,,07:45:00,
,11/18/2019,Monday,,,,08:15:00,
,11/18/2019,Monday,,,,08:45:00,
,11/18/2019,Monday,,,,09:15:00,
,11/18/2019,Monday,,,,09:45:00,
,11/18/2019,Monday,,,,10:15:00,
,11/18/2019,Monday,,,,10:45:00,
,11/18/2019,Monday,,,,11:15:00,
,11/18/2019,Monday,,,,11:45:00,
,11/18/2019,Monday,,,,12:15:00,
,11/18/2019,Monday,,,,12:45:00,
,11/18/2019,Monday,,,,13:15:00,
,11/18/2019,Monday,,,,13:45:00,
,11/18/2019,Monday,,,,14:15:00,
,11/18/2019,Monday,,,,14:45:00,
,11/18/2019,Monday,,,,15:15:00,
,11/18/2019,Monday,,,,15:45:00,
,11/18/2019,Monday,,,,16:15:00,
,11/18/2019,Monday,,,,16:45:00,
,11/18/2019,Monday,,,,17:15:00,
,11/18/2019,Monday,,,,17:45:00,
,11/18/2019,Monday,,,,18:15:00,
,11/18/2019,Monday,,,,18:45:00,
,11/18/2019,Monday,,,,19:15:00,
,11/18/2019,Monday,,,,19:45:00,
,11/18/2019,Monday,,,,20:15:00,
,11/18/2019,Monday,,,,20:45:00,
,11/18/2019,Monday,,,,21:15:00,
,11/19/2019,Tuesday,,,,05:45:00,
,11/19/2019,Tuesday,,,,06:15:00,
,11/19/2019,Tuesday,,,,06:45:00,
,11/19/2019,Tuesday,,,,07:15:00,
,11/19/2019,Tuesday,,,,07:45:00,
,11/19/2019,Tuesday,,,,08:15:00,
,11/19/2019,Tuesday,,,,08:45:00,
,11/19/2019,Tuesday,,,,09:15:00,
,11/19/2019,Tuesday,,,,09:45:00,
,11/19/2019,Tuesday,,,,10:15:00,
,11/19/2019,Tuesday,,,,10:45:00,
,11/19/2019,Tuesday,,,,11:15:00,
,11/19/2019,Tuesday,,,,11:45:00,
,11/19/2019,Tuesday,,,,12:15:00,
,11/19/2019,Tuesday,,,,12:45:00,
,11/19/2019,Tuesday,,,,13:15:00,
,11/19/2019,Tuesday,,,,13:45:00,
,11/19/2019,Tuesday,,,,14:15:00,
,11/19/2019,Tuesday,,,,14:45:00,
,11/19/2019,Tuesday,,,,15:15:00,
,11/19/2019,Tuesday,,,,15:45:00,
,11/19/2019,Tuesday,,,,16:15:00,
,11/19/2019,Tuesday,,,,16:45:00,
,11/19/2019,Tuesday,,,,17:15:00,
,11/19/2019,Tuesday,,,,17:45:00,
,11/19/2019,Tuesday,,,,18:15:00,
,11/19/2019,Tuesday,,,,18:45:00,
,11/19/2019,Tuesday,,,,19:15:00,
,11/19/2019,Tuesday,,,,19:45:00,
,11/19/2019,Tuesday,,,,20:15:00,
,11/19/2019,Tuesday,,,,20:45:00,
,11/19/2019,Tuesday,,,,21:15:00,
,11/20/2019,Wednesday,,,,05:45:00,
,11/20/2019,Wednesday,,,,06:15:00,
,11/20/2019,Wednesday,,,,06:45:00,
,11/20/2019,Wednesday,,,,07:15:00,
,11/20/2019,Wednesday,,,,07:45:00,
,11/20/2019,Wednesday,,,,08:15:00,
,11/20/2019,Wednesday,,,,08:45:00,
,11/20/2019,Wednesday,,,,09:15:00,
,11/20/2019,Wednesday,,,,09:45:00,
,11/20/2019,Wednesday,,,,10:15:00,
,11/20/2019,Wednesday,,,,10:45:00,
,11/20/2019,Wednesday,,,,11:15:00,
,11/20/2019,Wednesday,,,,11:45:00,
,11/20/2019,Wednesday,,,,12:15:00,
,11/20/2019,Wednesday,,,,12:45:00,
,11/20/2019,Wednesday,,,,13:15:00,
,11/20/2019,Wednesday,,,,13:45:00,
,11/20/2019,Wednesday,,,,14:15:00,
,11/20/2019,Wednesday,,,,14:45:00,
,11/20/2019,Wednesday,,,,15:15:00,
,11/20/2019,Wednesday,,,,15:45:00,
,11/20/2019,Wednesday,,,,16:15:00,
,11/20/2019,Wednesday,,,,16:45:00,
,11/20/2019,Wednesday,,,,17:15:00,
,11/20/2019,Wednesday,,,,17:45:00,
,11/20/2019,Wednesday,,,,18:15:00,
,11/20/2019,Wednesday,,,,18:45:00,
,11/20/2019,Wednesday,,,,19:15:00,
,11/20/2019,Wednesday,,,,19:45:00,
,11/20/2019,Wednesday,,,,20:15:00,
,11/20/2019,Wednesday,,,,20:45:00,
,11/20/2019,Wednesday,,,,21:15:00,
,11/21/2019,Thursday,,,,05:45:00,
,11/21/2019,Thursday,,,,06:15:00,
,11/21/2019,Thursday,,,,06:45:00,
,11/21/2019,Thursday,,,,07:15:00,
,11/21/2019,Thursday,,,,07:45:00,
,11/21/2019,Thursday,,,,08:15:00,
,11/21/2019,Thursday,,,,08:45:00,
,11/21/2019,Thursday,,,,09:15:00,
,11/21/2019,Thursday,,,,09:45:00,
,11/21/2019,Thursday,,,,10:15:00,
,11/21/2019,Thursday,,,,10:45:00,
,11/21/2019,Thursday,,,,11:15:00,
,11/21/2019,Thursday,,,,11:45:00,
,11/21/2019,Thursday,,,,12:15:00,
,11/21/2019,Thursday,,,,12:45:00,
,11/21/2019,Thursday,,,,13:15:00,
,11/21/2019,Thursday,,,,13:45:00,
,11/21/2019,Thursday,,,,14:15:00,
,11/21/2019,Thursday,,,,14:45:00,
,11/21/2019,Thursday,,,,15:15:00,
,11/21/2019,Thursday,,,,15:45:00,
,11/21/2019,Thursday,,,,16:15:00,
,11/21/2019,Thursday,,,,16:45:00,
,11/21/2019,Thursday,,,,17:15:00,
,11/21/2019,Thursday,,,,17:45:00,
,11/21/2019,Thursday,,,,18:15:00,
,11/21/2019,Thursday,,,,18:45:00,
,11/21/2019,Thursday,,,,19:15:00,
,11/21/2019,Thursday,,,,19:45:00,
,11/21/2019,Thursday,,,,20:15:00,
,11/21/2019,Thursday,,,,20:45:00,
,11/21/2019,Thursday,,,,21:15:00,
,11/22/2019,Friday,,,,05:45:00,
,11/22/2019,Friday,,,,06:15:00,
,11/22/2019,Friday,,,,06:45:00,
,11/22/2019,Friday,,,,07:15:00,
,11/22/2019,Friday,,,,07:45:00,
,11/22/2019,Friday,,,,08:15:00,
,11/22/2019,Friday,,,,08:45:00,
,11/22/2019,Friday,,,,09:15:00,
,11/22/2019,Friday,,,,09:45:00,
,11/22/2019,Friday,,,,10:15:00,
,11/22/2019,Friday,,,,10:45:00,
,11/22/2019,Friday,,,,11:15:00,
,11/22/2019,Friday,,,,11:45:00,
,11/22/2019,Friday,,,,12:15:00,
,11/22/2019,Friday,,,,12:45:00,
,11/22/2019,Friday,,,,13:15:00,
,11/22/2019,Friday,,,,13:45:00,
,11/22/2019,Friday,,,,14:15:00,
,11/22/2019,Friday,,,,14:45:00,
,11/22/2019,Friday,,,,15:15:00,
,11/22/2019,Friday,,,,15:45:00,
,11/22/2019,Friday,,,,16:15:00,
,11/22/2019,Friday,,,,16:45:00,
,11/22/2019,Friday,,,,17:15:00,
,11/22/2019,Friday,,,,17:45:00,
,11/22/2019,Friday,,,,18:15:00,
,11/22/2019,Friday,,,,18:45:00,
,11/22/2019,Friday,,,,19:15:00,
,11/22/2019,Friday,,,,19:45:00,
,11/22/2019,Friday,,,,20:15:00,
,11/22/2019,Friday,,,,20:45:00,
,11/22/2019,Friday,,,,21:15:00,
,11/23/2019,Saturday,,,,05:45:00,
,11/23/2019,Saturday,,,,06:15:00,
,11/23/2019,Saturday,,,,06:45:00,
,11/23/2019,Saturday,,,,07:15:00,
,11/23/2019,Saturday,,,,07:45:00,
,11/23/2019,Saturday,,,,08:15:00,
,11/23/2019,Saturday,,,,08:45:00,
,11/23/2019,Saturday,,,,09:15:00,
,11/23/2019,Saturday,,,,09:45:00,
,11/23/2019,Saturday,,,,10:15:00,
,11/23/2019,Saturday,,,,10:45:00,
,11/23/2019,Saturday,,,,11:15:00,
,11/23/2019,Saturday,,,,11:45:00,
,11/23/2019,Saturday,,,,12:15:00,
,11/23/2019,Saturday,,,,12:45:00,
,11/23/2019,Saturday,,,,13:15:00,
,11/23/2019,Saturday,,,,13:45:00,
,11/23/2019,Saturday,,,,14:15:00,
,11/23/2019,Saturday,,,,14:45:00,
,11/23/2019,Saturday,,,,15:15:00,
,11/23/2019,Saturday,,,,15:45:00,
,11/23/2019,Saturday,,,,16:15:00,
,11/23/2019,Saturday,,,,16:45:00,
,11/23/2019,Saturday,,,,17:15:00,
,11/23/2019,Saturday,,,,17:45:00,
,11/23/2019,Saturday,,,,18:15:00,
,11/23/2019,Saturday,,,,18:45:00,
,11/23/2019,Saturday,,,,19:15:00,
,11/23/2019,Saturday,,,,19:45:00,
,11/23/2019,Saturday,,,,20:15:00,
,11/23/2019,Saturday,,,,20:45:00,
,11/23/2019,Saturday,,,,21:15:00,
,11/24/2019,Sunday,,,,05:45:00,
,11/24/2019,Sunday,,,,06:15:00,
,11/24/2019,Sunday,,,,06:45:00,
,11/24/2019,Sunday,,,,07:15:00,
,11/24/2019,Sunday,,,,07:45:00,
,11/24/2019,Sunday,,,,08:15:00,
,11/24/2019,Sunday,,,,08:45:00,
,11/24/2019,Sunday,,,,09:15:00,
,11/24/2019,Sunday,,,,09:45:00,
,11/24/2019,Sunday,,,,10:15:00,
,11/24/2019,Sunday,,,,10:45:00,
,11/24/2019,Sunday,,,,11:15:00,
,11/24/2019,Sunday,,,,11:45:00,
,11/24/2019,Sunday,,,,12:15:00,
,11/24/2019,Sunday,,,,12:45:00,
,11/24/2019,Sunday,,,,13:15:00,
,11/24/2019,Sunday,,,,13:45:00,
,11/24/2019,Sunday,,,,14:15:00,
,11/24/2019,Sunday,,,,14:45:00,
,11/24/2019,Sunday,,,,15:15:00,
,11/24/2019,Sunday,,,,15:45:00,
,11/24/2019,Sunday,,,,16:15:00,
,11/24/2019,Sunday,,,,16:45:00,
,11/24/2019,Sunday,,,,17:15:00,
,11/24/2019,Sunday,,,,17:45:00,
,11/24/2019,Sunday,,,,18:15:00,
,11/24/2019,Sunday,,,,18:45:00,
,11/24/2019,Sunday,,,,19:15:00,
,11/24/2019,Sunday,,,,19:45:00,
,11/24/2019,Sunday,,,,20:15:00,
,11/24/2019,Sunday,,,,20:45:00,
,11/24/2019,Sunday,,,,21:15:00,
,11/25/2019,Monday,,2,,05:45:00,
,11/25/2019,Monday,,3,,06:15:00,
,11/25/2019,Monday,,3,,06:45:00,
,11/25/2019,Monday,,2,,07:15:00,
,11/25/2019,Monday,,2,,07:45:00,
,11/25/2019,Monday,,1,,08:15:00,3
,11/25/2019,Monday,,,,08:45:00,
,11/25/2019,Monday,,,,09:15:00,14
,11/25/2019,Monday,,,,09:45:00,14
,11/25/2019,Monday,,12,,10:15:00,
,11/25/2019,Monday,,2,,10:45:00,
,11/25/2019,Monday,,3,,11:15:00,
,11/25/2019,Monday,,,,11:45:00,
,11/25/2019,Monday,,,,12:15:00,
,11/25/2019,Monday,,,,12:45:00,10
,11/25/2019,Monday,,,,13:15:00,
,11/25/2019,Monday,,,,13:45:00,
,11/25/2019,Monday,,,,14:15:00,
,11/25/2019,Monday,,,,14:45:00,
,11/25/2019,Monday,,,,15:15:00,
,11/25/2019,Monday,,,,15:45:00,
,11/25/2019,Monday,4,7,,16:15:00,
,11/25/2019,Monday,5,6,,16:45:00,
,11/25/2019,Monday,,6,,17:15:00,
,11/25/2019,Monday,,3,,17:45:00,
,11/25/2019,Monday,,3,,18:15:00,
,11/25/2019,Monday,,,,18:45:00,
,11/25/2019,Monday,,0,,19:15:00,
,11/25/2019,Monday,,0,,19:45:00,
,11/25/2019,Monday,,,,20:15:00,
,11/25/2019,Monday,,,,20:45:00,
,11/25/2019,Monday,,2,,21:15:00,
,11/28/2019,Thursday,,,,05:45:00,
,11/28/2019,Thursday,,,,06:15:00,
,11/28/2019,Thursday,,,,06:45:00,
,11/28/2019,Thursday,,,,07:15:00,
,11/28/2019,Thursday,,,,07:45:00,
,11/28/2019,Thursday,,,,08:15:00,
,11/28/2019,Thursday,,,,08:45:00,
,11/28/2019,Thursday,,,,09:15:00,
,11/28/2019,Thursday,,,,09:45:00,
,11/28/2019,Thursday,,,,10:15:00,
,11/28/2019,Thursday,,,,10:45:00,
,11/28/2019,Thursday,,,,11:15:00,
,11/28/2019,Thursday,,,,11:45:00,
,11/28/2019,Thursday,,,,12:15:00,
,11/28/2019,Thursday,,,,12:45:00,
,11/28/2019,Thursday,,,,13:15:00,
,11/28/2019,Thursday,,,,13:45:00,
